session_id,user_key,date_key,session_start,session_end,session_duration_minutes,event_count,unique_products,session_revenue
U0007_S6,7,20230604,2023-06-04 10:42:00,2023-06-04 10:42:00,0.0,1,1,0.0
U0007_S7,7,20230605,2023-06-05 12:50:00,2023-06-05 12:50:00,0.0,1,1,0.0
U0008_S1,8,20230602,2023-06-02 10:15:00,2023-06-02 10:15:00,0.0,1,1,0.0
U0008_S2,8,20230602,2023-06-02 19:55:00,2023-06-02 19:55:00,0.0,1,1,0.0
U0008_S3,8,20230604,2023-06-04 15:45:00,2023-06-04 15:45:00,0.0,1,1,640.92
U0008_S4,8,20230606,2023-06-06 17:27:00,2023-06-06 17:27:00,0.0,1,1,651.23
U0009_S1,9,20230601,2023-06-01 22:51:00,2023-06-01 22:51:00,0.0,1,1,2148.32
U0009_S2,9,20230602,2023-06-02 21:02:00,2023-06-02 21:02:00,0.0,1,1,0.0
U0009_S3,9,20230606,2023-06-06 12:01:00,2023-06-06 12:01:00,0.0,1,1,640.59
U0010_S1,10,20230601,2023-06-01 14:13:00,2023-06-01 14:13:00,0.0,1,1,0.0
U0010_S10,10,20230605,2023-06-05 23:11:00,2023-06-05 23:11:00,0.0,1,1,2812.23
U0010_S11,10,20230606,2023-06-06 11:55:00,2023-06-06 11:55:00,0.0,1,1,0.0
U0010_S12,10,20230606,2023-06-06 13:00:00,2023-06-06 13:25:00,25.0,2,2,2846.56
U0010_S2,10,20230602,2023-06-02 06:07:00,2023-06-02 06:07:00,0.0,1,1,0.0
U0010_S3,10,20230603,2023-06-03 03:23:00,2023-06-03 03:23:00,0.0,1,1,2751.06
U0010_S4,10,20230603,2023-06-03 11:48:00,2023-06-03 11:48:00,0.0,1,1,476.46
U0010_S5,10,20230603,2023-06-03 12:54:00,2023-06-03 12:54:00,0.0,1,1,1391.61
U0010_S6,10,20230604,2023-06-04 05:19:00,2023-06-04 05:19:00,0.0,1,1,0.0
U0010_S7,10,20230605,2023-06-05 10:50:00,2023-06-05 10:50:00,0.0,1,1,0.0
U0010_S8,10,20230605,2023-06-05 13:03:00,2023-06-05 13:03:00,0.0,1,1,0.0
U0010_S9,10,20230605,2023-06-05 14:28:00,2023-06-05 14:28:00,0.0,1,1,0.0
U0011_S1,11,20230605,2023-06-05 20:12:00,2023-06-05 20:12:00,0.0,1,1,1195.31
U0011_S2,11,20230605,2023-06-05 22:42:00,2023-06-05 22:42:00,0.0,1,1,2176.33
U0012_S1,12,20230601,2023-06-01 12:21:00,2023-06-01 12:21:00,0.0,1,1,2448.64
U0012_S10,12,20230606,2023-06-06 11:41:00,2023-06-06 11:41:00,0.0,1,1,1934.35
U0012_S2,12,20230601,2023-06-01 21:42:00,2023-06-01 21:42:00,0.0,1,1,0.0
U0012_S3,12,20230602,2023-06-02 06:35:00,2023-06-02 06:35:00,0.0,1,1,2764.26
U0012_S4,12,20230603,2023-06-03 20:05:00,2023-06-03 20:05:00,0.0,1,1,0.0
U0012_S5,12,20230603,2023-06-03 21:23:00,2023-06-03 21:23:00,0.0,1,1,0.0
U0012_S6,12,20230604,2023-06-04 21:51:00,2023-06-04 21:51:00,0.0,1,1,2935.34
U0012_S7,12,20230605,2023-06-05 12:24:00,2023-06-05 12:24:00,0.0,1,1,0.0
U0012_S8,12,20230605,2023-06-05 19:14:00,2023-06-05 19:14:00,0.0,1,1,2089.6
U0012_S9,12,20230605,2023-06-05 20:28:00,2023-06-05 20:28:00,0.0,1,1,0.0
U0013_S1,13,20230603,2023-06-03 19:13:00,2023-06-03 19:13:00,0.0,1,1,0.0
U0013_S2,13,20230604,2023-06-04 04:58:00,2023-06-04 04:58:00,0.0,1,1,1376.45
U0013_S3,13,20230604,2023-06-04 23:01:00,2023-06-04 23:01:00,0.0,1,1,0.0
U0013_S4,13,20230606,2023-06-06 16:24:00,2023-06-06 16:24:00,0.0,1,1,2441.69
U0014_S1,14,20230601,2023-06-01 08:01:00,2023-06-01 08:01:00,0.0,1,1,0.0
U0014_S2,14,20230602,2023-06-02 18:01:00,2023-06-02 18:01:00,0.0,1,1,2535.34
U0014_S3,14,20230603,2023-06-03 11:49:00,2023-06-03 11:49:00,0.0,1,1,2775.84
U0014_S4,14,20230604,2023-06-04 12:02:00,2023-06-04 12:02:00,0.0,1,1,148.55
U0014_S5,14,20230605,2023-06-05 01:52:00,2023-06-05 01:52:00,0.0,1,1,662.85
U0014_S6,14,20230605,2023-06-05 03:26:00,2023-06-05 03:26:00,0.0,1,1,0.0
U0014_S7,14,20230605,2023-06-05 07:54:00,2023-06-05 07:54:00,0.0,1,1,974.24
U0014_S8,14,20230606,2023-06-06 00:19:00,2023-06-06 00:19:00,0.0,1,1,899.1
U0015_S1,15,20230602,2023-06-02 13:44:00,2023-06-02 13:44:00,0.0,1,1,1669.03
U0015_S2,15,20230603,2023-06-03 08:52:00,2023-06-03 08:52:00,0.0,1,1,2030.24
U0015_S3,15,20230606,2023-06-06 17:49:00,2023-06-06 17:49:00,0.0,1,1,1211.64
U0016_S1,16,20230601,2023-06-01 11:35:00,2023-06-01 11:35:00,0.0,1,1,696.44
U0016_S2,16,20230602,2023-06-02 20:24:00,2023-06-02 20:24:00,0.0,1,1,0.0
U0016_S3,16,20230603,2023-06-03 14:51:00,2023-06-03 14:51:00,0.0,1,1,906.7
U0016_S4,16,20230604,2023-06-04 18:20:00,2023-06-04 18:20:00,0.0,1,1,116.55
U0016_S5,16,20230604,2023-06-04 20:28:00,2023-06-04 20:28:00,0.0,1,1,0.0
U0017_S1,17,20230602,2023-06-02 02:31:00,2023-06-02 02:31:00,0.0,1,1,0.0
U0017_S2,17,20230603,2023-06-03 05:08:00,2023-06-03 05:08:00,0.0,1,1,1865.75
U0017_S3,17,20230604,2023-06-04 21:00:00,2023-06-04 21:00:00,0.0,1,1,2333.77
U0017_S4,17,20230605,2023-06-05 10:50:00,2023-06-05 10:50:00,0.0,1,1,1364.06
U0017_S5,17,20230605,2023-06-05 16:47:00,2023-06-05 16:47:00,0.0,1,1,0.0
U0017_S6,17,20230606,2023-06-06 02:46:00,2023-06-06 02:46:00,0.0,1,1,2116.41
U0017_S7,17,20230606,2023-06-06 09:57:00,2023-06-06 09:57:00,0.0,1,1,1474.75
U0017_S8,17,20230606,2023-06-06 13:39:00,2023-06-06 13:39:00,0.0,1,1,520.41
U0018_S1,18,20230601,2023-06-01 22:38:00,2023-06-01 22:38:00,0.0,1,1,459.27
U0018_S2,18,20230602,2023-06-02 12:38:00,2023-06-02 12:38:00,0.0,1,1,0.0
U0018_S3,18,20230603,2023-06-03 21:23:00,2023-06-03 21:23:00,0.0,1,1,0.0
U0018_S4,18,20230604,2023-06-04 07:28:00,2023-06-04 07:28:00,0.0,1,1,1921.51
U0018_S5,18,20230604,2023-06-04 20:58:00,2023-06-04 20:58:00,0.0,1,1,1204.46
U0018_S6,18,20230605,2023-06-05 00:43:00,2023-06-05 00:43:00,0.0,1,1,0.0
U0019_S1,19,20230603,2023-06-03 05:20:00,2023-06-03 05:20:00,0.0,1,1,0.0
U0019_S2,19,20230603,2023-06-03 08:35:00,2023-06-03 08:35:00,0.0,1,1,1542.82
U0019_S3,19,20230603,2023-06-03 10:12:00,2023-06-03 10:12:00,0.0,1,1,0.0
U0019_S4,19,20230604,2023-06-04 11:40:00,2023-06-04 11:40:00,0.0,1,1,2149.41
U0019_S5,19,20230604,2023-06-04 21:00:00,2023-06-04 21:00:00,0.0,1,1,366.25
U0019_S6,19,20230605,2023-06-05 04:22:00,2023-06-05 04:22:00,0.0,1,1,0.0
U0019_S7,19,20230606,2023-06-06 14:23:00,2023-06-06 14:23:00,0.0,1,1,0.0
U0020_S1,20,20230603,2023-06-03 21:28:00,2023-06-03 21:28:00,0.0,1,1,2702.66
U0020_S2,20,20230605,2023-06-05 08:01:00,2023-06-05 08:01:00,0.0,1,1,1610.78
U0020_S3,20,20230606,2023-06-06 09:39:00,2023-06-06 09:39:00,0.0,1,1,0.0
U0020_S4,20,20230606,2023-06-06 13:24:00,2023-06-06 13:24:00,0.0,1,1,1179.94
U0021_S1,21,20230602,2023-06-02 03:04:00,2023-06-02 03:04:00,0.0,1,1,0.0
U0021_S2,21,20230602,2023-06-02 07:05:00,2023-06-02 07:05:00,0.0,1,1,1763.65
U0021_S3,21,20230603,2023-06-03 10:17:00,2023-06-03 10:17:00,0.0,1,1,2839.55
U0021_S4,21,20230603,2023-06-03 18:16:00,2023-06-03 18:16:00,0.0,1,1,2597.9
U0021_S5,21,20230603,2023-06-03 22:50:00,2023-06-03 22:50:00,0.0,1,1,0.0
U0021_S6,21,20230604,2023-06-04 03:20:00,2023-06-04 03:20:00,0.0,1,1,0.0
U0021_S7,21,20230606,2023-06-06 10:42:00,2023-06-06 10:42:00,0.0,1,1,0.0
U0022_S1,22,20230601,2023-06-01 09:08:00,2023-06-01 09:08:00,0.0,1,1,0.0
U0022_S2,22,20230603,2023-06-03 03:19:00,2023-06-03 03:19:00,0.0,1,1,0.0
U0022_S3,22,20230605,2023-06-05 23:36:00,2023-06-05 23:36:00,0.0,1,1,0.0
U0022_S4,22,20230606,2023-06-06 00:51:00,2023-06-06 00:51:00,0.0,1,1,2997.38
U0023_S1,23,20230601,2023-06-01 11:54:00,2023-06-01 11:54:00,0.0,1,1,1403.1
U0023_S2,23,20230602,2023-06-02 05:47:00,2023-06-02 05:47:00,0.0,1,1,0.0
U0023_S3,23,20230602,2023-06-02 13:37:00,2023-06-02 13:37:00,0.0,1,1,0.0
U0023_S4,23,20230603,2023-06-03 13:09:00,2023-06-03 13:09:00,0.0,1,1,0.0
U0023_S5,23,20230604,2023-06-04 08:03:00,2023-06-04 08:03:00,0.0,1,1,1900.62
U0023_S6,23,20230606,2023-06-06 02:17:00,2023-06-06 02:17:00,0.0,1,1,0.0
U0023_S7,23,20230606,2023-06-06 08:50:00,2023-06-06 08:50:00,0.0,1,1,1429.68
U0024_S1,24,20230601,2023-06-01 08:32:00,2023-06-01 08:32:00,0.0,1,1,2528.57
U0024_S10,24,20230606,2023-06-06 05:13:00,2023-06-06 05:13:00,0.0,1,1,0.0
U0024_S2,24,20230602,2023-06-02 11:00:00,2023-06-02 11:00:00,0.0,1,1,2856.8
U0024_S3,24,20230603,2023-06-03 02:08:00,2023-06-03 02:08:00,0.0,1,1,0.0
U0024_S4,24,20230603,2023-06-03 05:15:00,2023-06-03 05:30:00,15.0,2,2,643.39
U0024_S5,24,20230604,2023-06-04 03:46:00,2023-06-04 03:46:00,0.0,1,1,850.03
U0024_S6,24,20230604,2023-06-04 21:06:00,2023-06-04 21:06:00,0.0,1,1,0.0
U0024_S7,24,20230605,2023-06-05 03:15:00,2023-06-05 03:16:00,1.0,2,2,1817.0300000000002
U0024_S8,24,20230605,2023-06-05 08:18:00,2023-06-05 08:18:00,0.0,1,1,0.0
U0024_S9,24,20230605,2023-06-05 17:47:00,2023-06-05 17:47:00,0.0,1,1,2398.41
U0025_S1,25,20230601,2023-06-01 11:47:00,2023-06-01 11:47:00,0.0,1,1,1693.49
U0025_S2,25,20230603,2023-06-03 11:22:00,2023-06-03 11:22:00,0.0,1,1,363.1
U0025_S3,25,20230603,2023-06-03 21:29:00,2023-06-03 21:29:00,0.0,1,1,1891.32
U0025_S4,25,20230605,2023-06-05 12:40:00,2023-06-05 12:40:00,0.0,1,1,0.0
U0026_S1,26,20230603,2023-06-03 00:45:00,2023-06-03 00:45:00,0.0,1,1,0.0
U0026_S2,26,20230603,2023-06-03 17:54:00,2023-06-03 17:54:00,0.0,1,1,0.0
U0026_S3,26,20230604,2023-06-04 07:20:00,2023-06-04 07:20:00,0.0,1,1,0.0
U0026_S4,26,20230605,2023-06-05 01:16:00,2023-06-05 01:16:00,0.0,1,1,2504.75
U0026_S5,26,20230605,2023-06-05 10:12:00,2023-06-05 10:12:00,0.0,1,1,2757.26
U0027_S1,27,20230601,2023-06-01 23:08:00,2023-06-01 23:08:00,0.0,1,1,0.0
U0027_S2,27,20230603,2023-06-03 12:04:00,2023-06-03 12:04:00,0.0,1,1,975.29
U0027_S3,27,20230604,2023-06-04 13:53:00,2023-06-04 13:53:00,0.0,1,1,729.04
U0027_S4,27,20230605,2023-06-05 05:31:00,2023-06-05 05:31:00,0.0,1,1,966.86
U0028_S1,28,20230605,2023-06-05 13:01:00,2023-06-05 13:01:00,0.0,1,1,0.0
U0028_S2,28,20230605,2023-06-05 23:16:00,2023-06-05 23:16:00,0.0,1,1,0.0
U0029_S1,29,20230602,2023-06-02 13:05:00,2023-06-02 13:05:00,0.0,1,1,940.43
U0029_S2,29,20230602,2023-06-02 14:08:00,2023-06-02 14:08:00,0.0,1,1,1766.85
U0029_S3,29,20230605,2023-06-05 18:13:00,2023-06-05 18:13:00,0.0,1,1,978.09
U0030_S1,30,20230601,2023-06-01 19:10:00,2023-06-01 19:10:00,0.0,1,1,0.0
U0030_S2,30,20230602,2023-06-02 12:19:00,2023-06-02 12:19:00,0.0,1,1,0.0
U0030_S3,30,20230606,2023-06-06 03:52:00,2023-06-06 03:52:00,0.0,1,1,0.0
U0030_S4,30,20230606,2023-06-06 09:21:00,2023-06-06 09:21:00,0.0,1,1,230.1
U0030_S5,30,20230606,2023-06-06 19:34:00,2023-06-06 19:34:00,0.0,1,1,906.44
U0031_S1,31,20230601,2023-06-01 12:59:00,2023-06-01 12:59:00,0.0,1,1,0.0
U0031_S2,31,20230602,2023-06-02 09:02:00,2023-06-02 09:02:00,0.0,1,1,2218.57
U0031_S3,31,20230602,2023-06-02 23:27:00,2023-06-02 23:27:00,0.0,1,1,0.0
U0031_S4,31,20230603,2023-06-03 05:44:00,2023-06-03 05:44:00,0.0,1,1,1534.47
U0031_S5,31,20230603,2023-06-03 08:23:00,2023-06-03 08:23:00,0.0,1,1,1022.92
U0031_S6,31,20230604,2023-06-04 05:42:00,2023-06-04 05:42:00,0.0,1,1,0.0
U0031_S7,31,20230604,2023-06-04 20:41:00,2023-06-04 20:41:00,0.0,1,1,332.54
U0032_S1,32,20230602,2023-06-02 12:11:00,2023-06-02 12:11:00,0.0,1,1,0.0
U0032_S2,32,20230602,2023-06-02 12:51:00,2023-06-02 12:51:00,0.0,1,1,597.66
U0032_S3,32,20230606,2023-06-06 00:18:00,2023-06-06 00:18:00,0.0,1,1,1507.5
U0032_S4,32,20230606,2023-06-06 05:05:00,2023-06-06 05:05:00,0.0,1,1,668.94
U0032_S5,32,20230606,2023-06-06 11:09:00,2023-06-06 11:09:00,0.0,1,1,0.0
U0032_S6,32,20230606,2023-06-06 15:36:00,2023-06-06 15:36:00,0.0,1,1,1143.78
U0033_S1,33,20230602,2023-06-02 03:53:00,2023-06-02 03:53:00,0.0,1,1,642.25
U0033_S2,33,20230603,2023-06-03 02:32:00,2023-06-03 02:32:00,0.0,1,1,150.67
U0033_S3,33,20230603,2023-06-03 14:04:00,2023-06-03 14:04:00,0.0,1,1,1796.2
U0033_S4,33,20230604,2023-06-04 06:03:00,2023-06-04 06:03:00,0.0,1,1,0.0
U0033_S5,33,20230604,2023-06-04 12:13:00,2023-06-04 12:13:00,0.0,1,1,0.0
U0033_S6,33,20230604,2023-06-04 20:55:00,2023-06-04 20:55:00,0.0,1,1,2685.69
U0033_S7,33,20230604,2023-06-04 23:15:00,2023-06-04 23:15:00,0.0,1,1,0.0
U0033_S8,33,20230605,2023-06-05 06:41:00,2023-06-05 06:41:00,0.0,1,1,2266.77
U0033_S9,33,20230605,2023-06-05 15:45:00,2023-06-05 15:45:00,0.0,1,1,0.0
U0034_S1,34,20230601,2023-06-01 16:33:00,2023-06-01 16:33:00,0.0,1,1,2419.18
U0034_S2,34,20230601,2023-06-01 19:47:00,2023-06-01 19:47:00,0.0,1,1,0.0
U0034_S3,34,20230602,2023-06-02 13:58:00,2023-06-02 13:58:00,0.0,1,1,1826.62
U0034_S4,34,20230604,2023-06-04 02:17:00,2023-06-04 02:44:00,27.0,2,2,2387.37
U0034_S5,34,20230604,2023-06-04 10:28:00,2023-06-04 10:28:00,0.0,1,1,2584.23
U0035_S1,35,20230602,2023-06-02 17:22:00,2023-06-02 17:22:00,0.0,1,1,0.0
U0035_S2,35,20230606,2023-06-06 18:55:00,2023-06-06 18:55:00,0.0,1,1,2085.12
U0036_S1,36,20230602,2023-06-02 13:56:00,2023-06-02 13:56:00,0.0,1,1,2294.73
U0036_S2,36,20230603,2023-06-03 05:50:00,2023-06-03 05:50:00,0.0,1,1,1920.37
U0036_S3,36,20230604,2023-06-04 08:35:00,2023-06-04 08:35:00,0.0,1,1,511.72
U0036_S4,36,20230604,2023-06-04 19:06:00,2023-06-04 19:06:00,0.0,1,1,595.49
U0036_S5,36,20230604,2023-06-04 20:16:00,2023-06-04 20:16:00,0.0,1,1,2628.52
U0036_S6,36,20230605,2023-06-05 07:18:00,2023-06-05 07:18:00,0.0,1,1,0.0
U0036_S7,36,20230605,2023-06-05 14:12:00,2023-06-05 14:12:00,0.0,1,1,0.0
U0036_S8,36,20230606,2023-06-06 05:17:00,2023-06-06 05:17:00,0.0,1,1,0.0
U0037_S1,37,20230603,2023-06-03 18:04:00,2023-06-03 18:04:00,0.0,1,1,0.0
U0037_S2,37,20230604,2023-06-04 16:39:00,2023-06-04 16:39:00,0.0,1,1,783.3
U0037_S3,37,20230604,2023-06-04 21:20:00,2023-06-04 21:20:00,0.0,1,1,560.69
U0037_S4,37,20230606,2023-06-06 14:04:00,2023-06-06 14:04:00,0.0,1,1,0.0
U0038_S1,38,20230601,2023-06-01 08:22:00,2023-06-01 08:22:00,0.0,1,1,899.79
U0038_S2,38,20230601,2023-06-01 12:16:00,2023-06-01 12:16:00,0.0,1,1,0.0
U0038_S3,38,20230603,2023-06-03 04:44:00,2023-06-03 04:45:00,1.0,2,2,4164.34
U0038_S4,38,20230603,2023-06-03 15:19:00,2023-06-03 15:19:00,0.0,1,1,1080.93
U0039_S1,39,20230601,2023-06-01 20:17:00,2023-06-01 20:17:00,0.0,1,1,0.0
U0039_S10,39,20230605,2023-06-05 19:47:00,2023-06-05 19:47:00,0.0,1,1,1543.55
U0039_S11,39,20230606,2023-06-06 13:46:00,2023-06-06 13:46:00,0.0,1,1,0.0
U0039_S2,39,20230602,2023-06-02 13:08:00,2023-06-02 13:08:00,0.0,1,1,0.0
U0039_S3,39,20230603,2023-06-03 02:01:00,2023-06-03 02:01:00,0.0,1,1,0.0
U0039_S4,39,20230603,2023-06-03 05:34:00,2023-06-03 05:34:00,0.0,1,1,1791.99
U0039_S5,39,20230603,2023-06-03 12:13:00,2023-06-03 12:13:00,0.0,1,1,0.0
U0039_S6,39,20230604,2023-06-04 06:01:00,2023-06-04 06:01:00,0.0,1,1,0.0
U0039_S7,39,20230604,2023-06-04 18:24:00,2023-06-04 18:24:00,0.0,1,1,0.0
U0039_S8,39,20230605,2023-06-05 16:48:00,2023-06-05 16:48:00,0.0,1,1,0.0
U0039_S9,39,20230605,2023-06-05 19:15:00,2023-06-05 19:15:00,0.0,1,1,0.0
U0040_S1,40,20230601,2023-06-01 18:44:00,2023-06-01 18:44:00,0.0,1,1,0.0
U0040_S2,40,20230602,2023-06-02 11:58:00,2023-06-02 11:58:00,0.0,1,1,0.0
U0040_S3,40,20230602,2023-06-02 19:46:00,2023-06-02 19:46:00,0.0,1,1,0.0
U0040_S4,40,20230604,2023-06-04 15:34:00,2023-06-04 15:34:00,0.0,1,1,2217.16
U0040_S5,40,20230605,2023-06-05 01:09:00,2023-06-05 01:09:00,0.0,1,1,0.0
U0040_S6,40,20230606,2023-06-06 12:18:00,2023-06-06 12:18:00,0.0,1,1,2206.66
U0041_S1,41,20230602,2023-06-02 22:24:00,2023-06-02 22:24:00,0.0,1,1,1265.32
U0041_S2,41,20230604,2023-06-04 04:09:00,2023-06-04 04:09:00,0.0,1,1,1062.97
U0041_S3,41,20230604,2023-06-04 12:23:00,2023-06-04 12:23:00,0.0,1,1,0.0
U0041_S4,41,20230605,2023-06-05 11:34:00,2023-06-05 11:34:00,0.0,1,1,1224.35
U0041_S5,41,20230605,2023-06-05 21:54:00,2023-06-05 21:54:00,0.0,1,1,0.0
U0041_S6,41,20230606,2023-06-06 15:58:00,2023-06-06 15:58:00,0.0,1,1,0.0
U0042_S1,42,20230602,2023-06-02 05:39:00,2023-06-02 05:39:00,0.0,1,1,1976.65
U0042_S2,42,20230602,2023-06-02 17:35:00,2023-06-02 17:35:00,0.0,1,1,0.0
U0042_S3,42,20230604,2023-06-04 04:39:00,2023-06-04 04:39:00,0.0,1,1,0.0
U0042_S4,42,20230604,2023-06-04 10:26:00,2023-06-04 10:26:00,0.0,1,1,0.0
U0042_S5,42,20230604,2023-06-04 20:10:00,2023-06-04 20:10:00,0.0,1,1,2518.82
U0042_S6,42,20230606,2023-06-06 02:39:00,2023-06-06 02:39:00,0.0,1,1,0.0
U0042_S7,42,20230606,2023-06-06 07:20:00,2023-06-06 07:20:00,0.0,1,1,0.0
U0043_S1,43,20230602,2023-06-02 14:01:00,2023-06-02 14:01:00,0.0,1,1,611.57
U0043_S2,43,20230604,2023-06-04 08:22:00,2023-06-04 08:22:00,0.0,1,1,0.0
U0043_S3,43,20230604,2023-06-04 10:28:00,2023-06-04 10:28:00,0.0,1,1,0.0
U0043_S4,43,20230604,2023-06-04 22:44:00,2023-06-04 22:44:00,0.0,1,1,0.0
U0043_S5,43,20230605,2023-06-05 10:51:00,2023-06-05 10:51:00,0.0,1,1,0.0
U0043_S6,43,20230606,2023-06-06 14:59:00,2023-06-06 14:59:00,0.0,1,1,0.0
U0044_S1,44,20230601,2023-06-01 08:22:00,2023-06-01 08:22:00,0.0,1,1,2436.53
U0044_S2,44,20230606,2023-06-06 09:55:00,2023-06-06 09:55:00,0.0,1,1,0.0
U0045_S1,45,20230602,2023-06-02 10:50:00,2023-06-02 10:50:00,0.0,1,1,2850.12
U0045_S2,45,20230603,2023-06-03 14:19:00,2023-06-03 14:19:00,0.0,1,1,0.0
U0045_S3,45,20230604,2023-06-04 00:08:00,2023-06-04 00:08:00,0.0,1,1,1902.2
U0045_S4,45,20230604,2023-06-04 08:28:00,2023-06-04 08:28:00,0.0,1,1,0.0
U0045_S5,45,20230604,2023-06-04 18:01:00,2023-06-04 18:29:00,28.0,2,1,0.0
U0045_S6,45,20230606,2023-06-06 01:22:00,2023-06-06 01:22:00,0.0,1,1,0.0
U0046_S1,46,20230602,2023-06-02 19:05:00,2023-06-02 19:05:00,0.0,1,1,0.0
U0046_S2,46,20230602,2023-06-02 20:34:00,2023-06-02 20:34:00,0.0,1,1,0.0
U0046_S3,46,20230603,2023-06-03 07:55:00,2023-06-03 07:55:00,0.0,1,1,2773.79
U0046_S4,46,20230603,2023-06-03 19:35:00,2023-06-03 19:35:00,0.0,1,1,2390.05
U0046_S5,46,20230603,2023-06-03 20:07:00,2023-06-03 20:07:00,0.0,1,1,1316.68
U0046_S6,46,20230604,2023-06-04 16:43:00,2023-06-04 16:43:00,0.0,1,1,1816.67
U0046_S7,46,20230606,2023-06-06 18:01:00,2023-06-06 18:01:00,0.0,1,1,0.0
U0047_S1,47,20230602,2023-06-02 19:30:00,2023-06-02 19:30:00,0.0,1,1,1991.05
U0047_S2,47,20230603,2023-06-03 06:57:00,2023-06-03 06:57:00,0.0,1,1,1516.87
U0047_S3,47,20230606,2023-06-06 09:35:00,2023-06-06 09:35:00,0.0,1,1,0.0
U0048_S1,48,20230602,2023-06-02 09:24:00,2023-06-02 09:24:00,0.0,1,1,747.59
U0048_S2,48,20230602,2023-06-02 10:44:00,2023-06-02 10:44:00,0.0,1,1,0.0
U0048_S3,48,20230602,2023-06-02 13:23:00,2023-06-02 13:53:00,30.0,2,2,2332.96
U0048_S4,48,20230602,2023-06-02 16:28:00,2023-06-02 16:28:00,0.0,1,1,2027.93
U0048_S5,48,20230602,2023-06-02 17:49:00,2023-06-02 17:49:00,0.0,1,1,102.23
U0048_S6,48,20230606,2023-06-06 07:17:00,2023-06-06 07:17:00,0.0,1,1,0.0
U0049_S1,49,20230601,2023-06-01 14:41:00,2023-06-01 14:41:00,0.0,1,1,0.0
U0049_S2,49,20230603,2023-06-03 17:32:00,2023-06-03 17:32:00,0.0,1,1,0.0
U0049_S3,49,20230604,2023-06-04 08:45:00,2023-06-04 08:45:00,0.0,1,1,2141.08
U0049_S4,49,20230604,2023-06-04 09:34:00,2023-06-04 09:34:00,0.0,1,1,0.0
U0049_S5,49,20230604,2023-06-04 17:59:00,2023-06-04 17:59:00,0.0,1,1,2538.58
U0049_S6,49,20230605,2023-06-05 13:40:00,2023-06-05 13:40:00,0.0,1,1,1105.33
U0050_S1,50,20230601,2023-06-01 13:47:00,2023-06-01 13:47:00,0.0,1,1,220.81
U0050_S2,50,20230601,2023-06-01 21:13:00,2023-06-01 21:13:00,0.0,1,1,0.0
U0050_S3,50,20230605,2023-06-05 00:31:00,2023-06-05 00:31:00,0.0,1,1,2746.07
U0050_S4,50,20230605,2023-06-05 08:18:00,2023-06-05 08:18:00,0.0,1,1,2686.94
