user_key,product_key,event_type_key,date_key,session_id,event_time,amount,minutes_since_prev
9,9,3,20230601,U0009_S1,2023-06-01 22:51:00,2148.32,
9,9,5,20230602,U0009_S2,2023-06-02 21:02:00,0.0,1331.0
9,20,7,20230606,U0009_S3,2023-06-06 12:01:00,640.59,5219.0
10,11,6,20230601,U0010_S1,2023-06-01 14:13:00,0.0,
10,1,1,20230602,U0010_S2,2023-06-02 06:07:00,0.0,954.0
10,20,7,20230603,U0010_S3,2023-06-03 03:23:00,2751.06,1276.0
10,26,7,20230603,U0010_S4,2023-06-03 11:48:00,476.46,505.0
10,9,3,20230603,U0010_S5,2023-06-03 12:54:00,1391.61,66.0
10,16,7,20230604,U0010_S6,2023-06-04 05:19:00,0.0,985.0
10,6,2,20230605,U0010_S7,2023-06-05 10:50:00,0.0,1771.0
10,9,2,20230605,U0010_S8,2023-06-05 13:03:00,0.0,133.0
10,2,8,20230605,U0010_S9,2023-06-05 14:28:00,0.0,85.0
10,9,6,20230605,U0010_S10,2023-06-05 23:11:00,2812.23,523.0
10,4,7,20230606,U0010_S11,2023-06-06 11:55:00,0.0,764.0
10,2,7,20230606,U0010_S12,2023-06-06 13:00:00,1254.54,65.0
10,8,6,20230606,U0010_S12,2023-06-06 13:25:00,1592.02,25.0
11,28,8,20230605,U0011_S1,2023-06-05 20:12:00,1195.31,
11,30,1,20230605,U0011_S2,2023-06-05 22:42:00,2176.33,150.0
12,20,3,20230601,U0012_S1,2023-06-01 12:21:00,2448.64,
12,30,4,20230601,U0012_S2,2023-06-01 21:42:00,0.0,561.0
12,29,6,20230602,U0012_S3,2023-06-02 06:35:00,2764.26,533.0
12,30,1,20230603,U0012_S4,2023-06-03 20:05:00,0.0,2250.0
12,24,1,20230603,U0012_S5,2023-06-03 21:23:00,0.0,78.0
12,17,2,20230604,U0012_S6,2023-06-04 21:51:00,2935.34,1468.0
12,6,6,20230605,U0012_S7,2023-06-05 12:24:00,0.0,873.0
12,27,7,20230605,U0012_S8,2023-06-05 19:14:00,2089.6,410.0
12,21,7,20230605,U0012_S9,2023-06-05 20:28:00,0.0,74.0
12,5,8,20230606,U0012_S10,2023-06-06 11:41:00,1934.35,913.0
13,10,5,20230603,U0013_S1,2023-06-03 19:13:00,0.0,
13,27,8,20230604,U0013_S2,2023-06-04 04:58:00,1376.45,585.0
13,26,5,20230604,U0013_S3,2023-06-04 23:01:00,0.0,1083.0
13,24,6,20230606,U0013_S4,2023-06-06 16:24:00,2441.69,2483.0
14,12,6,20230601,U0014_S1,2023-06-01 08:01:00,0.0,
14,15,7,20230602,U0014_S2,2023-06-02 18:01:00,2535.34,2040.0
14,10,2,20230603,U0014_S3,2023-06-03 11:49:00,2775.84,1068.0
14,13,4,20230604,U0014_S4,2023-06-04 12:02:00,148.55,1453.0
14,8,5,20230605,U0014_S5,2023-06-05 01:52:00,662.85,830.0
14,14,3,20230605,U0014_S6,2023-06-05 03:26:00,0.0,94.0
14,21,7,20230605,U0014_S7,2023-06-05 07:54:00,974.24,268.0
14,12,2,20230606,U0014_S8,2023-06-06 00:19:00,899.1,985.0
15,27,7,20230602,U0015_S1,2023-06-02 13:44:00,1669.03,
15,4,8,20230603,U0015_S2,2023-06-03 08:52:00,2030.24,1148.0
15,17,3,20230606,U0015_S3,2023-06-06 17:49:00,1211.64,4857.0
16,11,8,20230601,U0016_S1,2023-06-01 11:35:00,696.44,
16,5,2,20230602,U0016_S2,2023-06-02 20:24:00,0.0,1969.0
16,27,3,20230603,U0016_S3,2023-06-03 14:51:00,906.7,1107.0
16,20,5,20230604,U0016_S4,2023-06-04 18:20:00,116.55,1649.0
16,7,7,20230604,U0016_S5,2023-06-04 20:28:00,0.0,128.0
17,16,2,20230602,U0017_S1,2023-06-02 02:31:00,0.0,
17,12,6,20230603,U0017_S2,2023-06-03 05:08:00,1865.75,1597.0
17,19,7,20230604,U0017_S3,2023-06-04 21:00:00,2333.77,2392.0
17,15,1,20230605,U0017_S4,2023-06-05 10:50:00,1364.06,830.0
17,4,4,20230605,U0017_S5,2023-06-05 16:47:00,0.0,357.0
17,14,5,20230606,U0017_S6,2023-06-06 02:46:00,2116.41,599.0
17,14,4,20230606,U0017_S7,2023-06-06 09:57:00,1474.75,431.0
17,6,5,20230606,U0017_S8,2023-06-06 13:39:00,520.41,222.0
18,25,1,20230601,U0018_S1,2023-06-01 22:38:00,459.27,
18,7,1,20230602,U0018_S2,2023-06-02 12:38:00,0.0,840.0
18,20,3,20230603,U0018_S3,2023-06-03 21:23:00,0.0,1965.0
18,11,8,20230604,U0018_S4,2023-06-04 07:28:00,1921.51,605.0
18,7,2,20230604,U0018_S5,2023-06-04 20:58:00,1204.46,810.0
18,22,8,20230605,U0018_S6,2023-06-05 00:43:00,0.0,225.0
19,13,8,20230603,U0019_S1,2023-06-03 05:20:00,0.0,
19,23,3,20230603,U0019_S2,2023-06-03 08:35:00,1542.82,195.0
19,29,3,20230603,U0019_S3,2023-06-03 10:12:00,0.0,97.0
19,22,2,20230604,U0019_S4,2023-06-04 11:40:00,2149.41,1528.0
19,29,6,20230604,U0019_S5,2023-06-04 21:00:00,366.25,560.0
19,24,3,20230605,U0019_S6,2023-06-05 04:22:00,0.0,442.0
19,8,5,20230606,U0019_S7,2023-06-06 14:23:00,0.0,2041.0
20,13,8,20230603,U0020_S1,2023-06-03 21:28:00,2702.66,
20,7,6,20230605,U0020_S2,2023-06-05 08:01:00,1610.78,2073.0
20,10,7,20230606,U0020_S3,2023-06-06 09:39:00,0.0,1538.0
20,18,8,20230606,U0020_S4,2023-06-06 13:24:00,1179.94,225.0
21,21,6,20230602,U0021_S1,2023-06-02 03:04:00,0.0,
21,13,2,20230602,U0021_S2,2023-06-02 07:05:00,1763.65,241.0
21,25,1,20230603,U0021_S3,2023-06-03 10:17:00,2839.55,1632.0
21,11,1,20230603,U0021_S4,2023-06-03 18:16:00,2597.9,479.0
21,12,5,20230603,U0021_S5,2023-06-03 22:50:00,0.0,274.0
21,28,8,20230604,U0021_S6,2023-06-04 03:20:00,0.0,270.0
21,6,6,20230606,U0021_S7,2023-06-06 10:42:00,0.0,3322.0
22,28,6,20230601,U0022_S1,2023-06-01 09:08:00,0.0,
22,22,2,20230603,U0022_S2,2023-06-03 03:19:00,0.0,2531.0
22,25,5,20230605,U0022_S3,2023-06-05 23:36:00,0.0,4097.0
22,16,3,20230606,U0022_S4,2023-06-06 00:51:00,2997.38,75.0
23,20,6,20230601,U0023_S1,2023-06-01 11:54:00,1403.1,
23,4,5,20230602,U0023_S2,2023-06-02 05:47:00,0.0,1073.0
23,18,8,20230602,U0023_S3,2023-06-02 13:37:00,0.0,470.0
23,15,2,20230603,U0023_S4,2023-06-03 13:09:00,0.0,1412.0
23,30,1,20230604,U0023_S5,2023-06-04 08:03:00,1900.62,1134.0
23,14,3,20230606,U0023_S6,2023-06-06 02:17:00,0.0,2534.0
23,12,4,20230606,U0023_S7,2023-06-06 08:50:00,1429.68,393.0
24,16,8,20230601,U0024_S1,2023-06-01 08:32:00,2528.57,
24,8,7,20230602,U0024_S2,2023-06-02 11:00:00,2856.8,1588.0
24,26,7,20230603,U0024_S3,2023-06-03 02:08:00,0.0,908.0
24,2,6,20230603,U0024_S4,2023-06-03 05:15:00,0.0,187.0
24,23,4,20230603,U0024_S4,2023-06-03 05:30:00,643.39,15.0
24,11,4,20230604,U0024_S5,2023-06-04 03:46:00,850.03,1336.0
24,21,3,20230604,U0024_S6,2023-06-04 21:06:00,0.0,1040.0
24,13,8,20230605,U0024_S7,2023-06-05 03:15:00,1574.13,369.0
24,28,7,20230605,U0024_S7,2023-06-05 03:16:00,242.9,1.0
24,18,8,20230605,U0024_S8,2023-06-05 08:18:00,0.0,302.0
24,5,8,20230605,U0024_S9,2023-06-05 17:47:00,2398.41,569.0
24,6,4,20230606,U0024_S10,2023-06-06 05:13:00,0.0,686.0
25,24,7,20230601,U0025_S1,2023-06-01 11:47:00,1693.49,
25,5,4,20230603,U0025_S2,2023-06-03 11:22:00,363.1,2855.0
25,29,2,20230603,U0025_S3,2023-06-03 21:29:00,1891.32,607.0
25,30,3,20230605,U0025_S4,2023-06-05 12:40:00,0.0,2351.0
26,1,6,20230603,U0026_S1,2023-06-03 00:45:00,0.0,
26,23,6,20230603,U0026_S2,2023-06-03 17:54:00,0.0,1029.0
26,10,4,20230604,U0026_S3,2023-06-04 07:20:00,0.0,806.0
26,30,4,20230605,U0026_S4,2023-06-05 01:16:00,2504.75,1076.0
26,22,1,20230605,U0026_S5,2023-06-05 10:12:00,2757.26,536.0
27,20,7,20230601,U0027_S1,2023-06-01 23:08:00,0.0,
27,3,4,20230603,U0027_S2,2023-06-03 12:04:00,975.29,2216.0
27,8,7,20230604,U0027_S3,2023-06-04 13:53:00,729.04,1549.0
27,9,8,20230605,U0027_S4,2023-06-05 05:31:00,966.86,938.0
28,22,2,20230605,U0028_S1,2023-06-05 13:01:00,0.0,
28,1,3,20230605,U0028_S2,2023-06-05 23:16:00,0.0,615.0
29,3,6,20230602,U0029_S1,2023-06-02 13:05:00,940.43,
29,11,2,20230602,U0029_S2,2023-06-02 14:08:00,1766.85,63.0
29,3,4,20230605,U0029_S3,2023-06-05 18:13:00,978.09,4565.0
30,30,3,20230601,U0030_S1,2023-06-01 19:10:00,0.0,
30,2,8,20230602,U0030_S2,2023-06-02 12:19:00,0.0,1029.0
30,28,3,20230606,U0030_S3,2023-06-06 03:52:00,0.0,5253.0
30,3,5,20230606,U0030_S4,2023-06-06 09:21:00,230.1,329.0
30,22,4,20230606,U0030_S5,2023-06-06 19:34:00,906.44,613.0
31,4,2,20230601,U0031_S1,2023-06-01 12:59:00,0.0,
31,11,6,20230602,U0031_S2,2023-06-02 09:02:00,2218.57,1203.0
31,4,1,20230602,U0031_S3,2023-06-02 23:27:00,0.0,865.0
31,1,3,20230603,U0031_S4,2023-06-03 05:44:00,1534.47,377.0
31,15,3,20230603,U0031_S5,2023-06-03 08:23:00,1022.92,159.0
31,21,5,20230604,U0031_S6,2023-06-04 05:42:00,0.0,1279.0
31,9,8,20230604,U0031_S7,2023-06-04 20:41:00,332.54,899.0
32,29,7,20230602,U0032_S1,2023-06-02 12:11:00,0.0,
32,8,6,20230602,U0032_S2,2023-06-02 12:51:00,597.66,40.0
32,14,5,20230606,U0032_S3,2023-06-06 00:18:00,1507.5,5007.0
32,25,5,20230606,U0032_S4,2023-06-06 05:05:00,668.94,287.0
32,3,6,20230606,U0032_S5,2023-06-06 11:09:00,0.0,364.0
32,10,5,20230606,U0032_S6,2023-06-06 15:36:00,1143.78,267.0
33,23,3,20230602,U0033_S1,2023-06-02 03:53:00,642.25,
33,4,2,20230603,U0033_S2,2023-06-03 02:32:00,150.67,1359.0
33,29,6,20230603,U0033_S3,2023-06-03 14:04:00,1796.2,692.0
33,5,5,20230604,U0033_S4,2023-06-04 06:03:00,0.0,959.0
33,12,5,20230604,U0033_S5,2023-06-04 12:13:00,0.0,370.0
33,4,5,20230604,U0033_S6,2023-06-04 20:55:00,2685.69,522.0
33,2,4,20230604,U0033_S7,2023-06-04 23:15:00,0.0,140.0
33,30,7,20230605,U0033_S8,2023-06-05 06:41:00,2266.77,446.0
33,26,5,20230605,U0033_S9,2023-06-05 15:45:00,0.0,544.0
34,20,4,20230601,U0034_S1,2023-06-01 16:33:00,2419.18,
34,9,4,20230601,U0034_S2,2023-06-01 19:47:00,0.0,194.0
34,8,2,20230602,U0034_S3,2023-06-02 13:58:00,1826.62,1091.0
34,12,6,20230604,U0034_S4,2023-06-04 02:17:00,0.0,2179.0
34,25,2,20230604,U0034_S4,2023-06-04 02:44:00,2387.37,27.0
34,20,8,20230604,U0034_S5,2023-06-04 10:28:00,2584.23,464.0
35,29,4,20230602,U0035_S1,2023-06-02 17:22:00,0.0,
35,20,6,20230606,U0035_S2,2023-06-06 18:55:00,2085.12,5853.0
36,10,1,20230602,U0036_S1,2023-06-02 13:56:00,2294.73,
36,8,8,20230603,U0036_S2,2023-06-03 05:50:00,1920.37,954.0
36,7,7,20230604,U0036_S3,2023-06-04 08:35:00,511.72,1605.0
36,26,3,20230604,U0036_S4,2023-06-04 19:06:00,595.49,631.0
36,18,5,20230604,U0036_S5,2023-06-04 20:16:00,2628.52,70.0
36,29,4,20230605,U0036_S6,2023-06-05 07:18:00,0.0,662.0
36,2,6,20230605,U0036_S7,2023-06-05 14:12:00,0.0,414.0
36,2,2,20230606,U0036_S8,2023-06-06 05:17:00,0.0,905.0
37,7,1,20230603,U0037_S1,2023-06-03 18:04:00,0.0,
37,9,1,20230604,U0037_S2,2023-06-04 16:39:00,783.3,1355.0
37,7,7,20230604,U0037_S3,2023-06-04 21:20:00,560.69,281.0
37,20,1,20230606,U0037_S4,2023-06-06 14:04:00,0.0,2444.0
38,20,5,20230601,U0038_S1,2023-06-01 08:22:00,899.79,
38,21,6,20230601,U0038_S2,2023-06-01 12:16:00,0.0,234.0
38,15,8,20230603,U0038_S3,2023-06-03 04:44:00,2630.61,2428.0
38,8,7,20230603,U0038_S3,2023-06-03 04:45:00,1533.73,1.0
38,30,7,20230603,U0038_S4,2023-06-03 15:19:00,1080.93,634.0
39,5,2,20230601,U0039_S1,2023-06-01 20:17:00,0.0,
39,4,2,20230602,U0039_S2,2023-06-02 13:08:00,0.0,1011.0
39,7,6,20230603,U0039_S3,2023-06-03 02:01:00,0.0,773.0
39,3,8,20230603,U0039_S4,2023-06-03 05:34:00,1791.99,213.0
39,5,4,20230603,U0039_S5,2023-06-03 12:13:00,0.0,399.0
39,27,6,20230604,U0039_S6,2023-06-04 06:01:00,0.0,1068.0
39,21,5,20230604,U0039_S7,2023-06-04 18:24:00,0.0,743.0
39,3,7,20230605,U0039_S8,2023-06-05 16:48:00,0.0,1344.0
39,3,8,20230605,U0039_S9,2023-06-05 19:15:00,0.0,147.0
39,29,4,20230605,U0039_S10,2023-06-05 19:47:00,1543.55,32.0
39,13,8,20230606,U0039_S11,2023-06-06 13:46:00,0.0,1079.0
40,26,1,20230601,U0040_S1,2023-06-01 18:44:00,0.0,
40,12,5,20230602,U0040_S2,2023-06-02 11:58:00,0.0,1034.0
40,17,3,20230602,U0040_S3,2023-06-02 19:46:00,0.0,468.0
40,3,3,20230604,U0040_S4,2023-06-04 15:34:00,2217.16,2628.0
40,12,6,20230605,U0040_S5,2023-06-05 01:09:00,0.0,575.0
40,16,6,20230606,U0040_S6,2023-06-06 12:18:00,2206.66,2109.0
41,30,1,20230602,U0041_S1,2023-06-02 22:24:00,1265.32,
41,19,1,20230604,U0041_S2,2023-06-04 04:09:00,1062.97,1785.0
41,30,3,20230604,U0041_S3,2023-06-04 12:23:00,0.0,494.0
41,6,1,20230605,U0041_S4,2023-06-05 11:34:00,1224.35,1391.0
41,8,2,20230605,U0041_S5,2023-06-05 21:54:00,0.0,620.0
41,24,6,20230606,U0041_S6,2023-06-06 15:58:00,0.0,1084.0
42,2,5,20230602,U0042_S1,2023-06-02 05:39:00,1976.65,
42,15,1,20230602,U0042_S2,2023-06-02 17:35:00,0.0,716.0
42,23,2,20230604,U0042_S3,2023-06-04 04:39:00,0.0,2104.0
42,8,7,20230604,U0042_S4,2023-06-04 10:26:00,0.0,347.0
42,17,3,20230604,U0042_S5,2023-06-04 20:10:00,2518.82,584.0
42,12,3,20230606,U0042_S6,2023-06-06 02:39:00,0.0,1829.0
42,22,2,20230606,U0042_S7,2023-06-06 07:20:00,0.0,281.0
43,30,8,20230602,U0043_S1,2023-06-02 14:01:00,611.57,
43,17,7,20230604,U0043_S2,2023-06-04 08:22:00,0.0,2541.0
43,13,8,20230604,U0043_S3,2023-06-04 10:28:00,0.0,126.0
43,30,5,20230604,U0043_S4,2023-06-04 22:44:00,0.0,736.0
43,2,7,20230605,U0043_S5,2023-06-05 10:51:00,0.0,727.0
43,23,3,20230606,U0043_S6,2023-06-06 14:59:00,0.0,1688.0
44,3,4,20230601,U0044_S1,2023-06-01 08:22:00,2436.53,
44,23,8,20230606,U0044_S2,2023-06-06 09:55:00,0.0,7293.0
45,10,3,20230602,U0045_S1,2023-06-02 10:50:00,2850.12,
45,9,4,20230603,U0045_S2,2023-06-03 14:19:00,0.0,1649.0
45,14,8,20230604,U0045_S3,2023-06-04 00:08:00,1902.2,589.0
45,30,6,20230604,U0045_S4,2023-06-04 08:28:00,0.0,500.0
45,7,5,20230604,U0045_S5,2023-06-04 18:01:00,0.0,573.0
45,7,4,20230604,U0045_S5,2023-06-04 18:29:00,0.0,28.0
45,21,5,20230606,U0045_S6,2023-06-06 01:22:00,0.0,1853.0
46,26,2,20230602,U0046_S1,2023-06-02 19:05:00,0.0,
46,6,2,20230602,U0046_S2,2023-06-02 20:34:00,0.0,89.0
46,19,2,20230603,U0046_S3,2023-06-03 07:55:00,2773.79,681.0
46,19,6,20230603,U0046_S4,2023-06-03 19:35:00,2390.05,700.0
46,13,4,20230603,U0046_S5,2023-06-03 20:07:00,1316.68,32.0
46,13,7,20230604,U0046_S6,2023-06-04 16:43:00,1816.67,1236.0
46,29,3,20230606,U0046_S7,2023-06-06 18:01:00,0.0,2958.0
47,26,8,20230602,U0047_S1,2023-06-02 19:30:00,1991.05,
47,20,6,20230603,U0047_S2,2023-06-03 06:57:00,1516.87,687.0
47,6,7,20230606,U0047_S3,2023-06-06 09:35:00,0.0,4478.0
48,27,8,20230602,U0048_S1,2023-06-02 09:24:00,747.59,
48,23,8,20230602,U0048_S2,2023-06-02 10:44:00,0.0,80.0
48,16,4,20230602,U0048_S3,2023-06-02 13:23:00,2332.96,159.0
48,18,3,20230602,U0048_S3,2023-06-02 13:53:00,0.0,30.0
48,24,7,20230602,U0048_S4,2023-06-02 16:28:00,2027.93,155.0
48,18,4,20230602,U0048_S5,2023-06-02 17:49:00,102.23,81.0
48,24,1,20230606,U0048_S6,2023-06-06 07:17:00,0.0,5128.0
49,23,2,20230601,U0049_S1,2023-06-01 14:41:00,0.0,
49,23,8,20230603,U0049_S2,2023-06-03 17:32:00,0.0,3051.0
49,11,4,20230604,U0049_S3,2023-06-04 08:45:00,2141.08,913.0
49,19,5,20230604,U0049_S4,2023-06-04 09:34:00,0.0,49.0
49,21,7,20230604,U0049_S5,2023-06-04 17:59:00,2538.58,505.0
49,30,2,20230605,U0049_S6,2023-06-05 13:40:00,1105.33,1181.0
50,11,3,20230601,U0050_S1,2023-06-01 13:47:00,220.81,
50,17,5,20230601,U0050_S2,2023-06-01 21:13:00,0.0,446.0
50,15,8,20230605,U0050_S3,2023-06-05 00:31:00,2746.07,4518.0
50,18,3,20230605,U0050_S4,2023-06-05 08:18:00,2686.94,467.0
50,24,7,20230605,U0050_S5,2023-06-05 09:32:00,0.0,74.0
50,6,3,20230606,U0050_S6,2023-06-06 06:59:00,0.0,1287.0
50,7,3,20230606,U0050_S7,2023-06-06 08:27:00,0.0,88.0
51,18,5,20230601,U0051_S1,2023-06-01 15:48:00,0.0,
51,27,1,20230603,U0051_S2,2023-06-03 09:37:00,1243.11,2509.0
51,7,2,20230603,U0051_S2,2023-06-03 09:42:00,0.0,5.0
51,23,6,20230603,U0051_S3,2023-06-03 22:54:00,1133.27,792.0
51,11,4,20230605,U0051_S4,2023-06-05 13:41:00,1988.99,2327.0
51,9,3,20230605,U0051_S5,2023-06-05 16:06:00,1120.55,145.0
51,28,4,20230606,U0051_S6,2023-06-06 01:14:00,0.0,548.0
51,24,6,20230606,U0051_S7,2023-06-06 02:51:00,1086.06,97.0
52,13,8,20230605,U0052_S1,2023-06-05 16:32:00,856.11,
53,27,1,20230602,U0053_S1,2023-06-02 23:44:00,1826.71,
53,16,6,20230603,U0053_S2,2023-06-03 00:30:00,0.0,46.0
53,10,7,20230603,U0053_S3,2023-06-03 18:50:00,0.0,1100.0
53,10,4,20230605,U0053_S4,2023-06-05 23:29:00,176.3,3159.0
54,21,1,20230602,U0054_S1,2023-06-02 04:49:00,0.0,
54,6,3,20230605,U0054_S2,2023-06-05 03:16:00,0.0,4227.0
54,6,5,20230605,U0054_S3,2023-06-05 04:49:00,0.0,93.0
54,21,4,20230605,U0054_S4,2023-06-05 21:57:00,2895.72,1028.0
55,30,8,20230601,U0055_S1,2023-06-01 19:36:00,0.0,
55,22,2,20230602,U0055_S2,2023-06-02 10:27:00,0.0,891.0
55,17,6,20230604,U0055_S3,2023-06-04 15:15:00,2181.47,3168.0
55,19,3,20230605,U0055_S4,2023-06-05 06:28:00,699.35,913.0
55,11,2,20230605,U0055_S5,2023-06-05 12:24:00,349.99,356.0
56,19,2,20230601,U0056_S1,2023-06-01 16:07:00,0.0,
56,11,4,20230601,U0056_S2,2023-06-01 17:39:00,1239.26,92.0
56,1,7,20230602,U0056_S3,2023-06-02 15:45:00,0.0,1326.0
56,26,6,20230605,U0056_S4,2023-06-05 03:26:00,0.0,3581.0
56,29,5,20230606,U0056_S5,2023-06-06 10:22:00,0.0,1856.0
57,28,3,20230601,U0057_S1,2023-06-01 20:53:00,2258.88,
57,21,8,20230602,U0057_S2,2023-06-02 13:53:00,0.0,1020.0
57,19,8,20230604,U0057_S3,2023-06-04 20:57:00,227.1,3304.0
58,24,4,20230601,U0058_S1,2023-06-01 21:37:00,2633.13,
58,27,2,20230603,U0058_S2,2023-06-03 23:34:00,1105.04,2997.0
58,13,5,20230604,U0058_S3,2023-06-04 22:52:00,502.91,1398.0
58,5,1,20230606,U0058_S4,2023-06-06 19:02:00,0.0,2650.0
59,5,8,20230601,U0059_S1,2023-06-01 21:32:00,0.0,
59,5,3,20230602,U0059_S2,2023-06-02 01:45:00,0.0,253.0
59,25,5,20230603,U0059_S3,2023-06-03 23:11:00,0.0,2726.0
59,25,4,20230604,U0059_S4,2023-06-04 00:27:00,0.0,76.0
59,27,8,20230604,U0059_S5,2023-06-04 04:33:00,1233.09,246.0
59,17,7,20230604,U0059_S6,2023-06-04 19:20:00,1858.29,887.0
59,29,7,20230605,U0059_S7,2023-06-05 22:40:00,0.0,1640.0
60,8,8,20230606,U0060_S1,2023-06-06 00:20:00,0.0,
61,1,4,20230601,U0061_S1,2023-06-01 12:20:00,510.05,
61,21,4,20230602,U0061_S2,2023-06-02 00:02:00,0.0,702.0
61,8,8,20230602,U0061_S3,2023-06-02 02:09:00,124.93,127.0
61,30,2,20230605,U0061_S4,2023-06-05 11:29:00,0.0,4880.0
62,15,3,20230603,U0062_S1,2023-06-03 15:47:00,251.52,
62,17,1,20230604,U0062_S2,2023-06-04 18:10:00,0.0,1583.0
62,22,7,20230605,U0062_S3,2023-06-05 21:06:00,1077.87,1616.0
63,28,8,20230605,U0063_S1,2023-06-05 19:47:00,0.0,
63,10,8,20230606,U0063_S2,2023-06-06 08:09:00,986.77,742.0
63,8,3,20230606,U0063_S3,2023-06-06 19:06:00,1277.44,657.0
63,17,6,20230606,U0063_S4,2023-06-06 19:41:00,0.0,35.0
64,25,6,20230602,U0064_S1,2023-06-02 02:59:00,2530.29,
64,28,3,20230602,U0064_S2,2023-06-02 11:07:00,0.0,488.0
64,21,2,20230603,U0064_S3,2023-06-03 05:35:00,200.64,1108.0
64,8,5,20230603,U0064_S4,2023-06-03 17:29:00,0.0,714.0
64,21,2,20230604,U0064_S5,2023-06-04 06:42:00,0.0,793.0
65,8,1,20230602,U0065_S1,2023-06-02 16:17:00,2632.22,
65,2,4,20230603,U0065_S2,2023-06-03 01:08:00,0.0,531.0
65,20,6,20230603,U0065_S3,2023-06-03 16:06:00,0.0,898.0
65,29,2,20230604,U0065_S4,2023-06-04 16:41:00,0.0,1475.0
65,28,8,20230605,U0065_S5,2023-06-05 00:11:00,298.22,450.0
65,20,2,20230605,U0065_S6,2023-06-05 11:02:00,0.0,651.0
65,21,7,20230606,U0065_S7,2023-06-06 00:40:00,0.0,818.0
66,6,4,20230602,U0066_S1,2023-06-02 15:23:00,0.0,
66,15,5,20230603,U0066_S2,2023-06-03 14:00:00,0.0,1357.0
66,26,4,20230604,U0066_S3,2023-06-04 14:23:00,0.0,1463.0
66,4,6,20230604,U0066_S4,2023-06-04 20:59:00,1742.9,396.0
66,16,3,20230605,U0066_S5,2023-06-05 19:47:00,0.0,1368.0
66,24,3,20230606,U0066_S6,2023-06-06 08:58:00,0.0,791.0
67,26,7,20230601,U0067_S1,2023-06-01 18:43:00,172.4,
67,3,2,20230601,U0067_S2,2023-06-01 22:13:00,0.0,210.0
67,29,5,20230602,U0067_S3,2023-06-02 02:43:00,0.0,270.0
67,8,5,20230603,U0067_S4,2023-06-03 23:10:00,0.0,2667.0
67,19,8,20230605,U0067_S5,2023-06-05 12:38:00,1929.77,2248.0
68,6,3,20230604,U0068_S1,2023-06-04 04:12:00,615.26,
68,12,8,20230605,U0068_S2,2023-06-05 03:41:00,536.92,1409.0
68,19,4,20230605,U0068_S3,2023-06-05 23:33:00,0.0,1192.0
68,10,3,20230606,U0068_S4,2023-06-06 13:15:00,1247.75,822.0
68,27,3,20230606,U0068_S5,2023-06-06 16:23:00,2416.71,188.0
69,25,4,20230601,U0069_S1,2023-06-01 11:46:00,858.42,
69,26,8,20230602,U0069_S2,2023-06-02 14:59:00,2094.06,1633.0
69,12,1,20230603,U0069_S3,2023-06-03 05:02:00,0.0,843.0
69,17,1,20230606,U0069_S4,2023-06-06 09:45:00,0.0,4603.0
